file,R2,r,trait,cs,mode,cv,sp
dtp_real_d1_cv2_sp6.ghatREL1,0.761941477722137,0.87289259231714,dtp,real,d1,cv2,sp6.ghatREL1
dtp_real_d1_cv2_sp7.ghatREL1,0.887752497861979,0.942206186491035,dtp,real,d1,cv2,sp7.ghatREL1
dtp_real_d1_cv2_sp8.ghatREL1,0.830852062536707,0.911510868029947,dtp,real,d1,cv2,sp8.ghatREL1
dtp_real_d1_cv2_sp9.ghatREL1,0.878454735745069,0.937259161462329,dtp,real,d1,cv2,sp9.ghatREL1
dtp_real_d1_cv3_sp10.ghatREL1,0.879724415419433,0.937936253387954,dtp,real,d1,cv3,sp10.ghatREL1
dtp_real_d1_cv3_sp1.ghatREL1,0.89277749454335,0.944869035656979,dtp,real,d1,cv3,sp1.ghatREL1
dtp_real_d1_cv3_sp2.ghatREL1,0.920421968609923,0.959386245789423,dtp,real,d1,cv3,sp2.ghatREL1
dtp_real_d1_cv3_sp3.ghatREL1,0.947906496802921,0.973604897688442,dtp,real,d1,cv3,sp3.ghatREL1
dtp_real_d1_cv3_sp4.ghatREL1,0.958586921460388,0.979074522934995,dtp,real,d1,cv3,sp4.ghatREL1
dtp_real_d1_cv3_sp5.ghatREL1,0.97080635165011,0.985295058167912,dtp,real,d1,cv3,sp5.ghatREL1
dtp_real_d1_cv3_sp6.ghatREL1,0.774799213888265,0.880226796847417,dtp,real,d1,cv3,sp6.ghatREL1
dtp_real_d1_cv3_sp7.ghatREL1,0.870620805248806,0.933070632507961,dtp,real,d1,cv3,sp7.ghatREL1
dtp_real_d1_cv3_sp8.ghatREL1,0.961091142582958,0.98035256034906,dtp,real,d1,cv3,sp8.ghatREL1
dtp_real_d1_cv3_sp9.ghatREL1,0.756728536417234,0.869901452129627,dtp,real,d1,cv3,sp9.ghatREL1
dtp_real_d1_cv4_sp10.ghatREL1,0.712497601675267,0.844095730160547,dtp,real,d1,cv4,sp10.ghatREL1
dtp_real_d1_cv4_sp1.ghatREL1,0.914974897378336,0.956543202044914,dtp,real,d1,cv4,sp1.ghatREL1
dtp_real_d1_cv4_sp2.ghatREL1,0.759605617535284,0.871553565499726,dtp,real,d1,cv4,sp2.ghatREL1
dtp_real_d1_cv4_sp3.ghatREL1,0.888216401272334,0.942452333687139,dtp,real,d1,cv4,sp3.ghatREL1
dtp_real_d1_cv4_sp4.ghatREL1,0.540016657956303,0.734858257051183,dtp,real,d1,cv4,sp4.ghatREL1
dtp_real_d1_cv4_sp5.ghatREL1,0.702523780617673,0.838166916919102,dtp,real,d1,cv4,sp5.ghatREL1
dtp_real_d1_cv4_sp6.ghatREL1,0.699757636249191,0.836515173950354,dtp,real,d1,cv4,sp6.ghatREL1
dtp_real_d1_cv4_sp7.ghatREL1,0.851237073311994,0.92262509900392,dtp,real,d1,cv4,sp7.ghatREL1
dtp_real_d1_cv4_sp8.ghatREL1,0.852682765199796,0.923408233231541,dtp,real,d1,cv4,sp8.ghatREL1
dtp_real_d1_cv4_sp9.ghatREL1,0.80910821333877,0.89950442652539,dtp,real,d1,cv4,sp9.ghatREL1
dtp_real_d1_cv5_sp10.ghatREL1,0.817876153833202,0.904365055623669,dtp,real,d1,cv5,sp10.ghatREL1
dtp_real_d1_cv5_sp1.ghatREL1,0.272775604747439,0.522279240203398,dtp,real,d1,cv5,sp1.ghatREL1
dtp_real_d1_cv5_sp2.ghatREL1,0.912306005263203,0.955147111843617,dtp,real,d1,cv5,sp2.ghatREL1
dtp_real_d1_cv5_sp3.ghatREL1,0.474289418492294,0.688686734656835,dtp,real,d1,cv5,sp3.ghatREL1
dtp_real_d1_cv5_sp4.ghatREL1,0.22189815628959,0.471060671558972,dtp,real,d1,cv5,sp4.ghatREL1
dtp_real_d1_cv5_sp5.ghatREL1,0.942068066234085,0.970601909247084,dtp,real,d1,cv5,sp5.ghatREL1
dtp_real_d1_cv5_sp6.ghatREL1,0.85293372258883,0.923544109714761,dtp,real,d1,cv5,sp6.ghatREL1
dtp_real_d1_cv5_sp7.ghatREL1,0.814162475965288,0.902309523370605,dtp,real,d1,cv5,sp7.ghatREL1
dtp_real_d1_cv5_sp8.ghatREL1,0.535427444322197,0.731729078499821,dtp,real,d1,cv5,sp8.ghatREL1
dtp_real_d1_cv5_sp9.ghatREL1,0.766723448602866,0.875627459941079,dtp,real,d1,cv5,sp9.ghatREL1
dtp_real_d2_cv1_sp10.ghatREL1,0.896521397373761,0.946848138496222,dtp,real,d2,cv1,sp10.ghatREL1
dtp_real_d2_cv1_sp1.ghatREL1,0.631116218170481,0.794428233492794,dtp,real,d2,cv1,sp1.ghatREL1
dtp_real_d2_cv1_sp2.ghatREL1,0.661242334276015,0.813168084885293,dtp,real,d2,cv1,sp2.ghatREL1
dtp_real_d2_cv1_sp3.ghatREL1,0.911344348301598,0.954643571340423,dtp,real,d2,cv1,sp3.ghatREL1
dtp_real_d2_cv1_sp4.ghatREL1,0.787901988048585,0.887638433174558,dtp,real,d2,cv1,sp4.ghatREL1
dtp_real_d2_cv1_sp5.ghatREL1,0.716921225626679,0.846712008670409,dtp,real,d2,cv1,sp5.ghatREL1
dtp_real_d2_cv1_sp6.ghatREL1,0.905110013305013,0.951372699474298,dtp,real,d2,cv1,sp6.ghatREL1
dtp_real_d2_cv1_sp7.ghatREL1,0.460672178509312,0.678728353989512,dtp,real,d2,cv1,sp7.ghatREL1
dtp_real_d2_cv1_sp8.ghatREL1,0.936125967581158,0.967536029086854,dtp,real,d2,cv1,sp8.ghatREL1
dtp_real_d2_cv1_sp9.ghatREL1,0.834520969151941,0.913521192502911,dtp,real,d2,cv1,sp9.ghatREL1
dtp_real_d2_cv2_sp10.ghatREL1,0.760933547767564,0.872315050751484,dtp,real,d2,cv2,sp10.ghatREL1
dtp_real_d2_cv2_sp1.ghatREL1,0.923944127280455,0.961220124258983,dtp,real,d2,cv2,sp1.ghatREL1
dtp_real_d2_cv2_sp2.ghatREL1,0.771156092008058,0.878154936220288,dtp,real,d2,cv2,sp2.ghatREL1
dtp_real_d2_cv2_sp3.ghatREL1,0.742334245046477,0.861588210833039,dtp,real,d2,cv2,sp3.ghatREL1
dtp_real_d2_cv2_sp4.ghatREL1,0.858041493326456,0.926305291643342,dtp,real,d2,cv2,sp4.ghatREL1
dtp_real_d2_cv2_sp5.ghatREL1,0.55820953394714,0.747134214145718,dtp,real,d2,cv2,sp5.ghatREL1
dtp_real_d2_cv2_sp6.ghatREL1,0.821628480861816,0.906437245959044,dtp,real,d2,cv2,sp6.ghatREL1
dtp_real_d2_cv2_sp7.ghatREL1,0.880762612663488,0.938489537855105,dtp,real,d2,cv2,sp7.ghatREL1
dtp_real_d2_cv2_sp8.ghatREL1,0.82747775986619,0.909658045567778,dtp,real,d2,cv2,sp8.ghatREL1
dtp_real_d2_cv2_sp9.ghatREL1,0.901122627481468,0.949274790290708,dtp,real,d2,cv2,sp9.ghatREL1
dtp_real_d2_cv3_sp10.ghatREL1,0.897002988168281,0.947102416937198,dtp,real,d2,cv3,sp10.ghatREL1
dtp_real_d2_cv3_sp1.ghatREL1,0.840295030055935,0.916676076951905,dtp,real,d2,cv3,sp1.ghatREL1
dtp_real_d2_cv3_sp2.ghatREL1,0.928468103727721,0.963570497539086,dtp,real,d2,cv3,sp2.ghatREL1
dtp_real_d2_cv3_sp3.ghatREL1,0.893492426157117,0.945247283073121,dtp,real,d2,cv3,sp3.ghatREL1
dtp_real_d2_cv3_sp4.ghatREL1,0.946693393227232,0.972981702411321,dtp,real,d2,cv3,sp4.ghatREL1
dtp_real_d2_cv3_sp5.ghatREL1,0.972900372093127,0.986357121986315,dtp,real,d2,cv3,sp5.ghatREL1
dtp_real_d2_cv3_sp6.ghatREL1,0.770637599849239,0.877859669793093,dtp,real,d2,cv3,sp6.ghatREL1
dtp_real_d2_cv3_sp7.ghatREL1,0.833367008274487,0.912889373513838,dtp,real,d2,cv3,sp7.ghatREL1
dtp_real_d2_cv3_sp8.ghatREL1,0.904182466479087,0.950885096359748,dtp,real,d2,cv3,sp8.ghatREL1
dtp_real_d2_cv3_sp9.ghatREL1,0.669547283574381,0.818258689886261,dtp,real,d2,cv3,sp9.ghatREL1
dtp_real_d2_cv4_sp10.ghatREL1,0.739497624359532,0.859940477218937,dtp,real,d2,cv4,sp10.ghatREL1
dtp_real_d2_cv4_sp1.ghatREL1,0.888844841200704,0.942785681478407,dtp,real,d2,cv4,sp1.ghatREL1
dtp_real_d2_cv4_sp2.ghatREL1,0.687478288295827,0.829143104835243,dtp,real,d2,cv4,sp2.ghatREL1
dtp_real_d2_cv4_sp3.ghatREL1,0.846090366331032,0.919831705439116,dtp,real,d2,cv4,sp3.ghatREL1
dtp_real_d2_cv4_sp4.ghatREL1,0.614133094371876,0.783666443311104,dtp,real,d2,cv4,sp4.ghatREL1
dtp_real_d2_cv4_sp5.ghatREL1,0.735090891165325,0.857374417139516,dtp,real,d2,cv4,sp5.ghatREL1
dtp_real_d2_cv4_sp6.ghatREL1,0.670761119286565,0.819000072824517,dtp,real,d2,cv4,sp6.ghatREL1
dtp_real_d2_cv4_sp7.ghatREL1,0.876395932467807,0.93616020662481,dtp,real,d2,cv4,sp7.ghatREL1
dtp_real_d2_cv4_sp8.ghatREL1,0.840509356969141,0.916792973887312,dtp,real,d2,cv4,sp8.ghatREL1
dtp_real_d2_cv4_sp9.ghatREL1,0.758646863202424,0.871003365781341,dtp,real,d2,cv4,sp9.ghatREL1
dtp_real_d2_cv5_sp10.ghatREL1,0.791692056137586,0.889770788539153,dtp,real,d2,cv5,sp10.ghatREL1
dtp_real_d2_cv5_sp1.ghatREL1,0.253977025186673,0.50396133302732,dtp,real,d2,cv5,sp1.ghatREL1
dtp_real_d2_cv5_sp2.ghatREL1,0.93131457489846,0.965046410748447,dtp,real,d2,cv5,sp2.ghatREL1
dtp_real_d2_cv5_sp3.ghatREL1,0.45887302815531,0.677401674160398,dtp,real,d2,cv5,sp3.ghatREL1
dtp_real_d2_cv5_sp4.ghatREL1,0.244359174193698,0.49432699116445,dtp,real,d2,cv5,sp4.ghatREL1
dtp_real_d2_cv5_sp5.ghatREL1,0.858009325620574,0.926287928033489,dtp,real,d2,cv5,sp5.ghatREL1
dtp_real_d2_cv5_sp6.ghatREL1,0.794405972149633,0.891294548479701,dtp,real,d2,cv5,sp6.ghatREL1
dtp_real_d2_cv5_sp7.ghatREL1,0.820956080200044,0.90606626700261,dtp,real,d2,cv5,sp7.ghatREL1
dtp_real_d2_cv5_sp8.ghatREL1,0.533691637661606,0.730542016356079,dtp,real,d2,cv5,sp8.ghatREL1
dtp_real_d2_cv5_sp9.ghatREL1,0.723175320227501,0.850397154409339,dtp,real,d2,cv5,sp9.ghatREL1
dts_real_a1_cv1_sp10.ghatREL1,0.976972037224974,0.988418958349633,dts,real,a1,cv1,sp10.ghatREL1
dts_real_a1_cv1_sp1.ghatREL1,0.943242414107114,0.971206679397909,dts,real,a1,cv1,sp1.ghatREL1
dts_real_a1_cv1_sp2.ghatREL1,0.978604392652342,0.989244354369709,dts,real,a1,cv1,sp2.ghatREL1
dts_real_a1_cv1_sp3.ghatREL1,0.933652151744628,0.966256773194697,dts,real,a1,cv1,sp3.ghatREL1
dts_real_a1_cv1_sp4.ghatREL1,0.949893930857265,0.974625020639869,dts,real,a1,cv1,sp4.ghatREL1
dts_real_a1_cv1_sp5.ghatREL1,0.974497693473254,0.987166497341383,dts,real,a1,cv1,sp5.ghatREL1
dts_real_a1_cv1_sp6.ghatREL1,0.971428803413733,0.985610878295148,dts,real,a1,cv1,sp6.ghatREL1
dts_real_a1_cv1_sp7.ghatREL1,0.913630251332148,0.955840076232498,dts,real,a1,cv1,sp7.ghatREL1
dts_real_a1_cv1_sp8.ghatREL1,0.980314476289109,0.990108315432766,dts,real,a1,cv1,sp8.ghatREL1
dts_real_a1_cv1_sp9.ghatREL1,0.960138923132637,0.97986678846292,dts,real,a1,cv1,sp9.ghatREL1
dts_real_a1_cv2_sp10.ghatREL1,0.975799591538583,0.98782568884322,dts,real,a1,cv2,sp10.ghatREL1
dts_real_a1_cv2_sp1.ghatREL1,0.991426369969744,0.995703956992109,dts,real,a1,cv2,sp1.ghatREL1
dts_real_a1_cv2_sp2.ghatREL1,0.935790267210942,0.967362531428079,dts,real,a1,cv2,sp2.ghatREL1
dts_real_a1_cv2_sp3.ghatREL1,0.959019988082083,0.979295659176575,dts,real,a1,cv2,sp3.ghatREL1
dts_real_a1_cv2_sp4.ghatREL1,0.965108614406904,0.982399416941452,dts,real,a1,cv2,sp4.ghatREL1
dts_real_a1_cv2_sp5.ghatREL1,0.971492605214374,0.985643244391384,dts,real,a1,cv2,sp5.ghatREL1
dts_real_a1_cv2_sp6.ghatREL1,0.928343626785967,0.96350590386669,dts,real,a1,cv2,sp6.ghatREL1
dts_real_a1_cv2_sp7.ghatREL1,0.972755101938036,0.986283479501728,dts,real,a1,cv2,sp7.ghatREL1
dts_real_a1_cv2_sp8.ghatREL1,0.983949375626243,0.991942223935569,dts,real,a1,cv2,sp8.ghatREL1
dts_real_a1_cv2_sp9.ghatREL1,0.951272715032534,0.97533210499426,dts,real,a1,cv2,sp9.ghatREL1
dts_real_a1_cv3_sp10.ghatREL1,0.946748247272866,0.973009890634656,dts,real,a1,cv3,sp10.ghatREL1
dts_real_a1_cv3_sp1.ghatREL1,0.954179329741327,0.976821032605936,dts,real,a1,cv3,sp1.ghatREL1
dts_real_a1_cv3_sp2.ghatREL1,0.953657345966366,0.976553811096125,dts,real,a1,cv3,sp2.ghatREL1
dts_real_a1_cv3_sp3.ghatREL1,0.958186390451734,0.978869955842825,dts,real,a1,cv3,sp3.ghatREL1
dts_real_a1_cv3_sp4.ghatREL1,0.9734056252809,0.986613209561326,dts,real,a1,cv3,sp4.ghatREL1
dts_real_a1_cv3_sp5.ghatREL1,0.950330002480606,0.974848707482657,dts,real,a1,cv3,sp5.ghatREL1
dts_real_a1_cv3_sp6.ghatREL1,0.986695894081992,0.993325673725386,dts,real,a1,cv3,sp6.ghatREL1
dts_real_a1_cv3_sp7.ghatREL1,0.930625176233353,0.964689160420782,dts,real,a1,cv3,sp7.ghatREL1
dts_real_a1_cv3_sp8.ghatREL1,0.981134690633297,0.990522433180237,dts,real,a1,cv3,sp8.ghatREL1
dts_real_a1_cv3_sp9.ghatREL1,0.959007091851461,0.979289074712601,dts,real,a1,cv3,sp9.ghatREL1
dts_real_a1_cv4_sp10.ghatREL1,0.940119769342502,0.969597735838168,dts,real,a1,cv4,sp10.ghatREL1
dts_real_a1_cv4_sp1.ghatREL1,0.964152103399099,0.981912472371697,dts,real,a1,cv4,sp1.ghatREL1
dts_real_a1_cv4_sp2.ghatREL1,0.951801805509117,0.975603303350864,dts,real,a1,cv4,sp2.ghatREL1
dts_real_a1_cv4_sp3.ghatREL1,0.978391375818185,0.989136682070878,dts,real,a1,cv4,sp3.ghatREL1
dts_real_a1_cv4_sp4.ghatREL1,0.92335885224887,0.960915632222137,dts,real,a1,cv4,sp4.ghatREL1
dts_real_a1_cv4_sp5.ghatREL1,0.866203568193197,0.930700579237596,dts,real,a1,cv4,sp5.ghatREL1
dts_real_a1_cv4_sp6.ghatREL1,0.967348674277671,0.983538852449496,dts,real,a1,cv4,sp6.ghatREL1
dts_real_a1_cv4_sp7.ghatREL1,0.951528302501835,0.975463122061431,dts,real,a1,cv4,sp7.ghatREL1
dts_real_a1_cv4_sp8.ghatREL1,0.917735409286458,0.957985077799471,dts,real,a1,cv4,sp8.ghatREL1
dts_real_a1_cv4_sp9.ghatREL1,0.956312220873772,0.977912174417402,dts,real,a1,cv4,sp9.ghatREL1
dts_real_a1_cv5_sp10.ghatREL1,0.937940626951659,0.968473348601632,dts,real,a1,cv5,sp10.ghatREL1
dts_real_a1_cv5_sp1.ghatREL1,0.933380444096155,0.9661161649078,dts,real,a1,cv5,sp1.ghatREL1
dts_real_a1_cv5_sp2.ghatREL1,0.991598778278208,0.99579052931739,dts,real,a1,cv5,sp2.ghatREL1
dts_real_a1_cv5_sp3.ghatREL1,0.971483456896999,0.985638603595151,dts,real,a1,cv5,sp3.ghatREL1
dts_real_a1_cv5_sp4.ghatREL1,0.931041508671322,0.964904922088867,dts,real,a1,cv5,sp4.ghatREL1
dts_real_a1_cv5_sp5.ghatREL1,0.966633318070741,0.983175120754559,dts,real,a1,cv5,sp5.ghatREL1
dts_real_a1_cv5_sp6.ghatREL1,0.973873355486575,0.986850219378085,dts,real,a1,cv5,sp6.ghatREL1
dts_real_a1_cv5_sp7.ghatREL1,0.97499194560415,0.987416804396274,dts,real,a1,cv5,sp7.ghatREL1
dts_real_a1_cv5_sp8.ghatREL1,0.948169168320594,0.973739784706671,dts,real,a1,cv5,sp8.ghatREL1
dts_real_a1_cv5_sp9.ghatREL1,0.963151799699963,0.981402975183978,dts,real,a1,cv5,sp9.ghatREL1
dts_real_a2_cv1_sp10.ghatREL1,0.976424295154154,0.988141839592957,dts,real,a2,cv1,sp10.ghatREL1
dts_real_a2_cv1_sp1.ghatREL1,0.924130742387467,0.961317191351256,dts,real,a2,cv1,sp1.ghatREL1
dts_real_a2_cv1_sp2.ghatREL1,0.965998913606603,0.982852437350899,dts,real,a2,cv1,sp2.ghatREL1
dts_real_a2_cv1_sp3.ghatREL1,0.925255989643992,0.961902276556196,dts,real,a2,cv1,sp3.ghatREL1
dts_real_a2_cv1_sp4.ghatREL1,0.891969184228872,0.94444120210253,dts,real,a2,cv1,sp4.ghatREL1
dts_real_a2_cv1_sp5.ghatREL1,0.966203791807065,0.982956658152874,dts,real,a2,cv1,sp5.ghatREL1
dts_real_a2_cv1_sp6.ghatREL1,0.964978471486055,0.982333177433225,dts,real,a2,cv1,sp6.ghatREL1
dts_real_a2_cv1_sp7.ghatREL1,0.914567806333955,0.956330385554048,dts,real,a2,cv1,sp7.ghatREL1
dts_real_a2_cv1_sp8.ghatREL1,0.981432468327808,0.990672735229858,dts,real,a2,cv1,sp8.ghatREL1
dts_real_a2_cv1_sp9.ghatREL1,0.942497747630838,0.97082323191755,dts,real,a2,cv1,sp9.ghatREL1
dts_real_a2_cv2_sp10.ghatREL1,0.971625612155843,0.985710714234072,dts,real,a2,cv2,sp10.ghatREL1
dts_real_a2_cv2_sp1.ghatREL1,0.983318699956697,0.991624273581833,dts,real,a2,cv2,sp1.ghatREL1
dts_real_a2_cv2_sp2.ghatREL1,0.887881379560387,0.942274577583618,dts,real,a2,cv2,sp2.ghatREL1
dts_real_a2_cv2_sp3.ghatREL1,0.891669452055145,0.944282506485821,dts,real,a2,cv2,sp3.ghatREL1
dts_real_a2_cv2_sp4.ghatREL1,0.967096394690037,0.983410593134951,dts,real,a2,cv2,sp4.ghatREL1
dts_real_a2_cv2_sp5.ghatREL1,0.943772024092391,0.971479296790411,dts,real,a2,cv2,sp5.ghatREL1
dts_real_a2_cv2_sp6.ghatREL1,0.779184414948073,0.882714231757976,dts,real,a2,cv2,sp6.ghatREL1
dts_real_a2_cv2_sp7.ghatREL1,0.946879471078962,0.973077320195554,dts,real,a2,cv2,sp7.ghatREL1
dts_real_a2_cv2_sp8.ghatREL1,0.921945872735862,0.960180125151454,dts,real,a2,cv2,sp8.ghatREL1
dts_real_a2_cv2_sp9.ghatREL1,0.907550107115316,0.95265424321488,dts,real,a2,cv2,sp9.ghatREL1
dts_real_a2_cv3_sp1.ghatREL1,0.924892628683373,0.961713381774098,dts,real,a2,cv3,sp1.ghatREL1
dts_real_a2_cv3_sp2.ghatREL1,0.94093754114574,0.970019350913032,dts,real,a2,cv3,sp2.ghatREL1
dts_real_a2_cv3_sp3.ghatREL1,0.933895655096418,0.966382768418611,dts,real,a2,cv3,sp3.ghatREL1
dts_real_a2_cv3_sp4.ghatREL1,0.967489436866984,0.983610409088366,dts,real,a2,cv3,sp4.ghatREL1
dts_real_a2_cv3_sp5.ghatREL1,0.935874318737163,0.967405974106612,dts,real,a2,cv3,sp5.ghatREL1
